url,live_http_status_2026_08_25,current_title,current_h1,current_canonical,current_meta_robots,current_x_robots_tag,product_sitemap_status,image_sitemap_status,audit_2026_08_24_sitemap_status,gsc_clicks_retained_16m,gsc_impressions_retained_16m,gsc_position_retained_16m,gsc_evidence_generated_at,ahrefs_backlinks,ahrefs_referring_domains,incoming_internal_source_pages_retained,incoming_internal_anchor_text,incoming_internal_source_sample,content_uniqueness,business_value,closest_approved_page,duplication_analysis,recommended_decision,rationale,temporary_containment,disposition_status,live_check_error
https://www.samanportable.com/product/container-houses/affordable-container-homes,200,Affordable Container Homes │ Pre-Built │ SAMAN,Affordable Container Homes,https://www.samanportable.com/product/container-houses/affordable-container-homes,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,105,2235,6.49,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,7,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/container-houses | https://www.samanportable.com/product/container-houses/prefab-container-homes | https://www.samanportable.com/product/container-houses/shipping-container-homes,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/container-houses,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/container-houses; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 7 retained crawl source pages linked here; closest approved owner: /product/container-houses. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/container-houses/prefabricated-container-house,200,Prefabricated Container House │ Factory-Fitted │ SAMAN,Prefabricated Container House,https://www.samanportable.com/product/container-houses/prefabricated-container-house,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,66,5310,11.07,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,6,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/container-houses | https://www.samanportable.com/product/container-houses/prefab-container-homes | https://www.samanportable.com/product/container-houses/shipping-container-homes,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/container-houses,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/container-houses; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 6 retained crawl source pages linked here; closest approved owner: /product/container-houses. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/garden-sheds,200,"Garden Sheds │ Steel & Wood, Pre-Built 15×10 ft │ SAMAN",Steel Garden & Outdoor Storage Sheds,https://www.samanportable.com/product/industrial-sheds/garden-sheds,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,74,22622,11.97,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,9,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/industrial-sheds | https://www.samanportable.com/product/industrial-sheds/prefabricated-warehouses | https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 9 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/portable-sheds,200,"Portable Sheds │ Modular, Move Between Sites │ SAMAN",Portable Sheds,https://www.samanportable.com/product/industrial-sheds/portable-sheds,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,12,3909,13.23,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,11,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/portable-sheds-complete-guide-2024 | https://www.samanportable.com/product-category/industrial-sheds | https://www.samanportable.com/product/industrial-sheds/prefabricated-warehouses,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 11 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,200,Prefabricated Industrial Shed │ Pre-Built Steel │ SAMAN,Prefabricated Industrial Shed,https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,46,5025,9.03,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,13,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/industrial-sheds-in-bangalore | https://www.samanportable.com/in-the-long-run-are-prefabricated-industrial-buildings-more-cost-effective | https://www.samanportable.com/product-category/industrial-sheds,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 13 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/prefab-steel-house,200,Prefab Steel House — Custom 600 sq ft Steel Frame | SAMAN,Prefab Steel House,https://www.samanportable.com/product/industrial-sheds/prefab-steel-house,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,12,2602,12.41,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,9,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/industrial-sheds | https://www.samanportable.com/product/industrial-sheds/prefabricated-warehouses | https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 9 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/steel-sheds,200,Steel Sheds │ Heavy-Duty 25-Year Structural Life │ SAMAN,Steel Sheds,https://www.samanportable.com/product/industrial-sheds/steel-sheds,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,12,7471,23.39,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,9,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/industrial-sheds | https://www.samanportable.com/product/industrial-sheds/prefabricated-warehouses | https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 9 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/industrial-sheds/storage-sheds,200,"Heavy-Duty Storage Sheds | Secure, Weatherproof | SAMAN",Storage Sheds,https://www.samanportable.com/product/industrial-sheds/storage-sheds,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,9,1503,23.79,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,9,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/industrial-sheds | https://www.samanportable.com/product/industrial-sheds/prefabricated-warehouses | https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/industrial-sheds,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/industrial-sheds; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 9 retained crawl source pages linked here; closest approved owner: /product/industrial-sheds. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/peb-constructions,200,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",PEB Construction,https://www.samanportable.com/product/peb-constructions,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,5,1164,17.14,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,431,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/7-tips-for-choosing-the-perfect-portable-cabin-location | https://www.samanportable.com/2nd-hand-porta-cabins | https://www.samanportable.com/18-benefits-of-luxury-portable-cabin,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/pre-engineered-buildings,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/pre-engineered-buildings; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 431 retained crawl source pages linked here; closest approved owner: /product/pre-engineered-buildings. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/peb-constructions/construction-prefabricated-buildings,200,Construction of Prefabricated Buildings │ Custom │ SAMAN,Construction Prefabricated Buildings,https://www.samanportable.com/product/peb-constructions/construction-prefabricated-buildings,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,7,1650,37.53,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,12,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/peb-constructions | https://www.samanportable.com/product/peb-constructions | https://www.samanportable.com/product/peb-constructions/peb-steel-structure,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/pre-engineered-buildings,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/pre-engineered-buildings; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 12 retained crawl source pages linked here; closest approved owner: /product/pre-engineered-buildings. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/peb-constructions/engineered-buildings,200,Engineered Building │ Custom-Built to Load Specs │ SAMAN,Engineered Buildings,https://www.samanportable.com/product/peb-constructions/engineered-buildings,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,,,,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,12,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/peb-constructions | https://www.samanportable.com/product/peb-constructions/construction-prefabricated-buildings | https://www.samanportable.com/product/peb-constructions,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,UNKNOWN_NO_RETAINED_GSC,/product/pre-engineered-buildings,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/pre-engineered-buildings; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. UNKNOWN_NO_RETAINED_GSC; 12 retained crawl source pages linked here; closest approved owner: /product/pre-engineered-buildings. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/peb-constructions/engineered-steel-structures,200,Top 5 Engineered Steel Structures for Reliable Builds,Engineered Steel Structures,https://www.samanportable.com/product/peb-constructions/engineered-steel-structures,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,,,,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,12,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/peb-constructions | https://www.samanportable.com/product/peb-constructions/construction-prefabricated-buildings | https://www.samanportable.com/product/peb-constructions,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,UNKNOWN_NO_RETAINED_GSC,/product/pre-engineered-buildings,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/pre-engineered-buildings; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. UNKNOWN_NO_RETAINED_GSC; 12 retained crawl source pages linked here; closest approved owner: /product/pre-engineered-buildings. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
https://www.samanportable.com/product/peb-constructions/peb-building-manufacturers,200,PEB Building Manufacturer | Custom-Built & Erected | SAMAN,Peb Building Manufacturers,https://www.samanportable.com/product/peb-constructions/peb-building-manufacturers,"index, follow",,INCLUDED_CURRENT,INCLUDED_CURRENT,INCLUDED,11,2411,52.35,2026-08-11T12:45:15Z,NOT_AVAILABLE,NOT_AVAILABLE,12,NOT_AVAILABLE_IN_RETAINED_EVIDENCE,https://www.samanportable.com/product-category/peb-constructions | https://www.samanportable.com/product/peb-constructions/construction-prefabricated-buildings | https://www.samanportable.com/product/peb-constructions,NO_EXACT_DUPLICATE_GROUP_IN_RETAINED_AUDIT,OBSERVED_ORGANIC_TRAFFIC,/product/pre-engineered-buildings,OVERLAPS_FAMILY_OR_NEARBY_OWNER /product/pre-engineered-buildings; intent-level review required,OWNER_DECISION_REQUIRED,"Temporary containment only. OBSERVED_ORGANIC_TRAFFIC; 12 retained crawl source pages linked here; closest approved owner: /product/pre-engineered-buildings. Review conversions, backlinks, content and exact intent before KEEP, 301 or 410.",NOINDEX_FOLLOW_AND_DISCOVERY_SITEMAP_EXCLUSION_ON_SEPARATE_BRANCH,PENDING_OWNER_REVIEW,
